address,value
0xd70d5704a4E76e13eFE80627389504FC839D4f53,600
0xcd98aa3437F953259e6983EBb8fE47B5f50317B4,300
0x175C2a83c001ab70c4e772591E0a0B26E573e397,300
0x920A89F8bA68a0500b8575E3f46BCDEC28E9033E,600
0xc39c3e90931682e7C4BB9656eCaf40FCeD6EA57c,2400
0x43Ef1AF2b1433A39854485bF10c200eb541725Ca,1500
0x8C6d2a0b184c1F4354aF7a6aB46Cce0Ca4E2e0B9,300
0x6484D7DF2258B6d489B70462D60ABea6e641b827,300
0xd64eE4739ebf8b63cB92c769981519C88994Ab70,600
0xe38D5840A51F7dA315b085BAcf144969A8006E72,1800
0x7E931D4B4E4Da5D478A9569559AA03e9E8EDC2DA,2100
0xebA6120492c505b6211cafF86c7757D1df58E8a7,300
0x4e8E97C5a83F3a0d133299Bd6Ff420c5Ccdf9897,300
0x5f15853D243Fbd69035824520fc8fbD6EeE26bD4,3600
0xEe69c81eCF10c9d3468E2462557c98900fCEc4D3,1500
0xa1C60EEE00404085B4EBbd2F2cC876108988E9ff,300
0xa72B1e987A74D40892F31334EF4d0F1fd8bCCCc8,300
0xCf7ed738d1dfBc47Cd4451cFF5AB84648164387f,300
0xf2E1C54fd9BD5407805fa5f7771eB63b442E6E72,2100
0xf90457665E5737738ba15b538d77dAd72684b897,30000
0xa50c70872892165fdC5D10e8CF7C28aDB3121F21,900
0x0BbA9956E4DAf62B142228C631AF56a59946291A,900
0x79F97eB482002846d739D7511A7E8675266D4a44,300
0x1234C7506e84335c0e5761a7a6Ff368cdD94CA37,300
0x2fD81617AC20c54109F1B1b6b08C5B7E74D56210,300
0x0A9DAfaED64F012cE737c5B807c653293397b117,300
0xb6d470ab7871b8Cfa8F2ff6A44C9C6E9EA2544df,5100
0x16ebD9e251514FDe17A817712d73b17942762e7D,300
0xBaAA54f1Db3e3c8C6abfbe530f0209619aef91cd,1500
0xc26DB682fe2346A2118CaEf21E388F4087395191,300
0x8AB338CF555Eac7304E14b5d612dEeB224FB9B0a,300
0x0ce6a19992CD1cCa54E83173BD0B5137F89b0f67,300
0x250E850A65625F67B3Ae8540f6feC46C62e77F69,300
0x4624EC7DE5a733CBBc76053f6A0F077632F2E8e8,300
0x5c14c517991C2bd72c3495eFeD8C9AEfDbd8b8e1,300
0x8568563716f07049b78A1Cf13b11887A2b9d1B09,300
0x587a3AA60443a41d9A19664BF8d60FFBBE4A78b9,300
0x0bd1D1765767f033F20279f5c36115ab161814Fe,3300
0xBd5678481143b4F757d240deeF122A954f480A05,300
0xD84E9762EA94136628Db63Cd7A41205E20e75eb8,11100
0x213c90AFA27C52c28d48a09d7b34fdB90a323AfE,1200
0x189B5600b6A6fD38F976cfFc4868F168C61c24F4,2400
0xf68CFCa66Ba00687f1A0EE4Ea07758C7926c0c4e,300
0xaEA7C72A7F7A19070701fB00660cF704790A62f8,300
0x77E3dA11f559Dbb2388bf889472412C04dF317ED,600
0xdcc44CBDFa7e9B6A874D93Fbcfafc199a5d7c063,300
0xbCdA4b61BCe2DD04A675dFCaC92dc689bEe282f0,2400
0x0907B14771F2b04c5A4643E611d23f7e988bD35D,300
0xb5D1DEf65866E44342A062bB4248Ec2C8f9202Dd,300
0x11b312E22C3511A03d4554604AD75fDd6B6246a3,300
0x9685861F46B68c0f1B39bdbBA11d2b98af4f7815,1200
0x2C7F521b0c790C850993A58b67fDDe567EdB0df7,600
0x36Bc3B87Ba6b4636A96aEF8b0058856d05cF5E68,300
0x8839F2aB732E2dA43A510A6f032866Bc97D7E09A,300
0xDFB795b5BAeD03cce82da6CB818c2ddf6378Be9F,300
0x11Ab4e307F40d18c0A51FBc619944A2C6ac4c4da,300
0x2F246a3Eee3CE34C113c9513a67a822F96878C1C,1500
0x9AD9e500c051467C84F7f36c966549430b9d04e6,900
0x80883f77A0120C98FCA12DFc2bC62AD46ED65f3e,300
0x536152C519569E5991d4dE2de26dA14C35A84943,300
0xa190ae782F570Cba90cc6Fb72F36Bc932fa27aA1,300
0x5A725D5DD0eCbbcC400739D2D4C3f8C6EE4ae351,300
0xc1eFA4Ff9AcbE21111098C0817f6f42b3A70D61B,600
0xCF957BEF6e9B99A7740c1d262EacE2F3833a9873,300
0x8D1bb2Ab3A50c79dd45749Ec2652d8D546613Fa5,300
0x5b701f728241F16E909A43D8C9e5305E284f0A26,600
0xcE0036A0351fA5F8601881dcDccC5e29Ee30ac7c,600
0x37cF19212F0b888f32c9Fc675D46c0c25605eCde,1200
0xB0E8ceb70E9666FD770Dc0B8c4F7644f920a2387,300
0xf7F0bB1c89182Bc4908B692Eb2DA921eCa108426,300
0x2FebfBa183b5Ba9983627ca9De3dF2964e1190A4,2700
0xf938097bd64b0f9C969983B361a07EdFE9143552,300
0x1cf10c7163264e7fe29183dBDd78AdC33EeBB21b,300
0xFd73fC331d2a99E121B50eD85CcEC8739d1F6C82,300
0x82eBc430980E26Db3dba03BC474B8F4bE7c6612c,1200
0x5205Fe147804Fbcc582BbCfDc9a9f509F0922781,300
0x96A3d4DCaA35252Db416fd11abF39059C324fdA8,900
0xAf885EF1a3F1070689C53C9C9DEedeec82217323,300
0xFcB62D3672c553Ef97431c29884eC8dABD3d1277,300
0x0EF201E46f6002B352DB2C6acD74fEE687672645,300
0xc0628B9a751120A91E2013bCA53F353D5aCD5F31,300
0x218c12f9D953F4A18e600894C11C69A564c68c24,300
0xF3c0bD6156672F7165776a7Be5eaB7e2A500A14B,1500
0x18153e3A3BD43a96625e908DD743EFd67B1d48b0,300
0x0d8960D19ab9b44BF1fee4BA3606aB0Ee55D079C,600
0x79b0D5768Fb258b34056431Bb0c7a43789d8d35b,300
0xABa64061766cC0b75158DA2Da70d0D2Cd1CF020f,300
0xe0d10cD535a867155C54891CF9Cde868d9810344,300
0xd43A44B89365e40CEeE097AfeDe7fa81296a405D,300
0xD938f424E98a131eF6CecC46992b195D0BF0bF72,300
0xFdF5023769FdEB9f25A3784c15a29c6c8B42b0DF,300
0x9bEe988bf4Ed024fcb27E6D0a0169D970E0B94ED,300
0x5c090D636Db202B91ea1f1056e00DEcbf2f3407E,900
0xC01d35e261F2a34452161e19047B6EA4ccD16635,300
0x57fB310B01F532876125D4c13fd9f346936bb6D0,600
0x0a4Cc7c2edFe9Ff2D450fBF8C578E3a6aA1BEfC7,8100
0xbf13FF47aAAF993264F7c6B39790621C14c18881,300
0x2d25C7A574B7AaaC6Cc13C187A1D6C11EAa09C0c,300
0x1831b7e082D5668777d44d0f2D16399FdD6B9703,300
0x8f28EAcAfC69BE05d91cf380c8501a33b85e6E9E,900
0xc99Fa4aA3BCC8E12ac613942DD06752886a4AC11,300
0x4067c62E9837b39EC577628cCEACFB3D83Af8bdc,300
0x93D493bAAC720ce573e68fE4cd5442feF0629dF2,300
0x326235C42eCC751A47Fe857A5861d1110dA27824,4800
0x07d594E7046d874b3BB2C81D9a34f1d68c5Dc1aD,300
0x3Ee6ed7ee96A5901426963b8a756dC7ca33c6191,300
0xf54921F3B6d42CCd7ad0F50b8215fC6A480eE44F,300
0x810128999f348744c77dBAF83FD1E7D93d01bba5,300
0x10ee6D8797Ac95ab474ebe474Bc0d8B4C59e0a66,300
0xd54FaaFbE111157eed25BB8b2ED1402a0F921210,1800
0xf539093018CBa8474Cc4904D0B11c2ECC22D20D9,600
0xae1BfeACdEA6477691EE850BCaeafb7D0C0e4c37,300
0x8A765a88683D05c9c1FC9402120fb454dbbd7f3D,900
0xba4Ce2Cf9f58D4897b4AF8589D8417610111B933,300
0xEC32Cd79Cdd72011Df5ffb57f07dD7Ad81a5Ee12,600
0xA481178b36B4F1EBE700CcA4506dEE1f9070d65B,300
0x563D1CDF15D64f11A7e96aF6959bd72A4F6ae40A,300
0xaa42418Cb7c5ea407597b85Fdf8fdB5c0d597e53,900
0x7b46A6f8fA248431aD447afeF2fFB5a1fabc86C2,1500
0xA9B3F413c1B15b94B52534569b568De0Ff12320D,300
0x4140100f2229122245E981c3874ba29CC183c8Dc,5400
0x2B43B3FCc798bb824B927e26F75F4CAa4CB3bA57,300
0x03561162f2920681060c19994927B93142993Ce7,300
0xD70b8440b50e58dEd8367f78a224c2C5f299F9D5,900
0xA3268eDfd84415472D9c30eCdEBa487f865Ee063,300
0x7a76ea3D90E842ac69dED5eaA3DA3A13244b0359,1200
0x37054A47fDc614C688B431cD9664a010f4617B6A,900
0x6789d8B05AA37c11c73cCdb351266E6e8cc744A9,300
0x8b3C2636435e0997d360a7d99D78896c43F66E1b,4500
0x9b809328b338EabFea0605EdB2bF98fCBd8d2Ec1,300
0xA181a3c3460Ad5a2650f380352e3E68111E3D60e,300
0xb572caC86b4A1EdF0Cc6Aa06f3169df8C3896D6E,4500
0xE2DCfB3621fd1970B4289f1F8251C6d1EfB9d0AF,600
0xcc5055F08B8f832d77C4124fA2451e6Da6f0DbA6,6600
0x6Ce617317a75aCa2c9F7129bBe329BCD242c884A,300
0xD1Cd19598848809084585853A330A994BD191094,300
0x24cd04A2a139970B410a2f62b5747400e69294c4,300
0xaE256cD2d13353e549d09aEA8D4105c8d1cc09d8,300
0x7C24d0E9D2A5E3F122b3321051d71E710c23B84a,900
0x92C19436C0D271Ecc7802d428Bb390f8520D6aBF,1200
0x08aB48c4263d9B08bf08A11116369cB6cE97273b,300
0x1000ac8D491985734688a99Da2599C333599FAE2,300
0xBa56441DB2D4c4e89B5374E0A21f81A5509f4021,300
0xEBCd250474C27cBaD3C56f3F34e08F97b370AC2d,900
0xFb4e78AD14d7b9C00641708315D81f27f340984d,1500
0xC98B1c64b32f1c6C795FaC68418b7D2003bC083A,300
0xc6807ba1D89e6A0ba7e3c4B07BF763d9a9dCdf75,2100
0x2a70fE7f74803C01e4810cDD068693535c0B1E58,1200
0xd29c27fdcF6898Fd7Bd3d8160d26Fd311384715D,300
0xc30f9996ccD802EAD447f6575AF16f394769A091,300
0x28c3710b2FFf616576b2b5B1A56c5ce994731504,1500
0x6d5d4fb55c61019c5eb9236c3da58c774B8232D1,300
0x994F96722575B64b27CDBe327498F34Aaa2f0043,300
0xa51DA4d3D25C7068A3d05E23Cc1F97480225dad5,3000
0xaFC1768df545FF9AE0C4585237786f7E6F424395,600
0xc3be1583772305b6cB802189ae0043D1ad5587D9,900
0xd386B0e1C50E4a5a0c06037991D8F940271798cF,300
0xD7d427BA92B4ff81643eAa7a06cC71A46C9d995B,300
0xdEe96105de27C6f47A610Fba6B700b22abb26C04,300
0x69127D7d46dB2E90102Dd2dc6a5f3971c1541983,2400
0x8958D0c419BCDFB8A86b8c0089552bE015fbe364,300
0xAA9e12EDD2Ac7cD6E0B5cbdf310aaBF5280F5E6D,300
0x1F29cba44478Bd2df384e4b21B39e6fB92F350fa,300
0x2dABd1c849b5AdC1fB421e043Ba53be6Bb2aeC62,300
0x9a2D8Df1A40b8e3b81900294a47F8b8dEFB180C0,300
0x9e58f1420De921eCdEA4b2d2edE8B09434C5e0a2,300
0x374E0A3b92c09466268E8070a47d34A1277E4207,300
0x1f224d73419f2d63022545c127B3a65c31a2cC39,300
0xDBF9359332B78909bdD0397eaE4303Da78E6E81d,900
0xFA867D901BC1A6098B0AC1A63cCE1085Eb0355CF,300
0x4939C26C681706F0e780204C7414ae998758a12f,300
0x77d05444A167aB7Bdf35CfF5C372362eDB3F5db2,600
0xF7Dc220a69CA5F71a76c2D8d51863175b37Cb0e2,300
0x1d596B90C00768dB29fEeAd58E3D6d1B87F27BAa,300
0x9B912B3B744D2AE9664dEf50565E5C35ad8C2F6d,1800
0x9BeB89fE9A1017F9515Db70ef39c5803180Fce5f,300
0xc83533a213b2A4977c4455Be8320673494E21F1a,900
0xe61F250260720613972757c9e6b09bA286f686bb,300
0x2f3889a8e68A4fa9cbaa2891ddE75162B07E7d44,300
0x0F317eF7065721a4ff03A674B4fEfC8260f06cA2,300
0xcaFE26c2fbEF3731B8eEC196c2EaD38e42E137E6,300
0xFCb07ccf3cdF038ac77fC49baD29d5c4f8b43780,1500
0xcf13665C6B8A954283807E5441197d0C13587296,300
0x92eE18538C392361f1923794AA62Bd3A6550C8b1,10200
0xdfAC78c4c1E299CB4E10e10d4AFF149375624619,600
0x66E8fB7660793F6E1F4F76E00E2a0a8Ba67633CB,300
0xB3B6485408c4440242BDD42182dE492C0A99f628,600
0x02F077064e807240E1F3808e9ce912B6027dFCF4,300
0x545d4c2fA1ed9B5d0cEA48c57BBBD4A517f3dD9B,300
0x5962915E86d2F59191b8838140B7bE6401ce204d,300
0xC72814F93934Eba9Fe6C1466cDB281EDaE87c8DD,300
0xfafe996E6FFe2E3c797EF5F6a98E94bF1F287fCd,4200
0x897aa567DAFA2Ba91C7f4c8CbEd646b236d33eB8,300
0x80619a4d7d747ac0868dE1Dbbe692F255a366066,2100
0xE3E31569B89cB94f8F2E75914eB579a02AFB9916,1200
0x73975f92C0d594A8872Bd329C46D0A8476867f96,300
0xc989Fe4cf6DdB44d09B1F96546Ab554d114ac540,300
0x2331FFC94c52C221DF00C7A3807DF2c0Ff42D0d4,4500
0x274Ca41B0Bb235214D7579c9948CDA3a198089FB,300
0xb3121D7c9C8CC450E8BdF22a9474386c59A9039F,300
0x3906E4ac4140dBE8b1ceE6a9368aC9FBFa2E7C01,600
0x79080563b82102e46C5dd9De2c26810Ef6005949,300
0xa08394326521D06cf9455351856128BB338DB5D3,300
0x6967b45d3cC186C52BCe0Af9de823c2B6887093C,300
0x9F6C859807518341f3138A5DAfEc275c97cE5575,300
0x8fdC99Ac73c1a669551E1E2a99d91047eDd27dA8,300
0xD151aB9F3244901cC72e3cC83DFD05Ca29d98008,900
0x0460C625F328cb7F5378fCB032013b5f2aBE655E,4200
0xB3A2C3154bDB36D675eFa418c3965ea8Be685AfC,900
0x88c8dA1f57117f98200E1760E33410B55E3eC034,300
0x713506006ef1600d724Ff02a38Af3308eA427b3E,1200
0xF37922dEA33AD6C9Dbbe34B4c347589553dceEE8,45000
0x500C2C635D01A1e4cEEeBEc8a6534a524091b214,600
0x154b5258Db52c74Ff768Da1c7B9ac1623f1Ab0b7,300
0x88e228Bb067058662fBF6B62C6914eB641914c4e,300
0x8DE3c3891268502F77DB7E876d727257DEc0F852,300
0x2C053da177fC0B87f87D812a643f3205E79E16eA,300
0x1D8d6fFd5a3524757992d0233fd84c4446F3CaFb,18900
0xfCD134Aa6567e6C28b342c575199376e491841bE,300
0x9b50dE55A20adfe94Fe48d50d4D1Bf9e8B37ED1B,600
0xe92a180db0b45e6398354ef3993a1FAF3bc6770d,300
0x905b1539d71208326D5f2c2274b33D3718992674,300
0xCb25F9C06Fb97500e428b9d412a8909b16e27316,900
0xB6bd1b9b3e6e3512BB354789289f6d8FBc0F65BC,300
0x066f72c4147C11f6cc0c871f589CEAfBfAD230F6,1200
0xaBAfDFDa06e323B4c0780C822e449b2F85369762,1200
0x670218f0E7DB8794084b1839372aC2d17D2b665E,300
0x08f40c7ca9F1920B2D7D68BefD5f22cd2D01eA7E,300
0x8847EBaaf29A18396e49191602f8d8D141b98aa7,300
0xfFB1624e066A8aCc3236f640172eC13Baf0bA3Fc,300
0xEE24B841F40e5b2504F44a209cd2eEB64c597355,300
0x3AC5131C368c7342189b332306B65128b94b29e1,600
0x40723465ae65a3b6c689C37112fC1F2b3476AeC2,1200
0xA0cbDf6399Ed955c16dA2abD4495Bbbeed4CCd08,300
0x0D8e1de686b7491f6083C2DeC497386a7C058748,1800
0x041119fBE4566cf5cA365a2C4A11D887163B2e86,600
0xea28758b47Eb72e2cAAb46f836a5334A7cf17957,300
0xAdD04228264BFbD68A37730aC05a7ac9d6937D37,300
0x1060e3591850C16c0a0270C303dFC7081f5Aa67d,300
0x9D5d35ccdcfC88750B361EDb694129a4C3932B58,300
0x3F068d51C00E6Fc25795f9002d4fa8bDA627bdc9,300
0x531953c60b5fC2C92e59D7031D0737B1868C0040,600
0x3A09a342ea47A0a63b58e0f6F0bFeA7BD4523017,300
0xdEb763173700e7897aB66c9fAEe42870F5B4Ca66,300
0x62efb3E32699E0b94815a5CF004ecf8eF75608B8,900
0xc02a412d3265988Ad31b8F8dAfF5726b70aD2b6F,300
0xD593be7D470Ba396c180229308EDAb4e60b98479,900
0xB3A94E75E6acF3fF25C9aff0E3Bfd172d9FcB23D,300
0x016C3E93Ce95b88fD33c1eECac7EEAf5a6ceD82E,300
0xc042A86d393aA7C94AC89dF374551D9D4707Ca73,300
0x0bE7b271Ba03874Ad78D712246066C20c81693D3,1500
0x7160cd246950c66C4E2cd07Ddd4b1eDE086dEfd7,300
0xE87a4c626edA72E1CB0aCdf7ea4912B597D7dAac,900
0x7127f901cD4a80C866FdBE39CA47aA7ce4D377e8,8400
0x5A5b33f16CECAA884A661CC6F5d20fC7eD32eF83,300
0x5A3aaDC425196c9e6C6D8Efe4574159C2a15C1b6,300
0x0167767E7ffabd6e9FE1f958535BF296622D4B21,300
0xF7Eb82aDeFF632c0fdBA349D4Fd69fC3ED0a698A,300
0x6aDfD15572cd9B75c6d0c90420AB073d1fD259a4,600
0xd4e5c4CB195154935b8D8A380CB99d5A40e2681a,600
0x1d8E302E451b6698f000809DCB7F51AE4b708936,300
0x5Cb42077D4E18354baae3aC0753174b0dbC7Da76,300
0xd5b21504a23a8a368DaCA82BA82008e7881FB30A,600
0x50C57c918D52042bbD94b92C34E27DBD7c4b37cE,600
0x129A79c0F20Ba658144E2fEAF28085A3DabF19E0,300
0xF0ba43f8D7D3fdf40fdDf87D4A178dF340460e8d,300
0x547d7Ef04c005a44a3cC89109D2CC78c85679586,300
0xe49D0d8CF01Ea366D804CC84738A768F0b8b175e,300
0xDC58C1F21E38C15fa42f015A959416dB8fb5F622,5100
0x928dcd9cf403Ab228B9Fb63fE606B7d9189A79e9,300
0xA0a64c9959207b41Fab5429c0E790591BF242656,300
0x2A495d9804FEEDe6ad5A60B2a51316111C23A780,300
0x7041ba869243df45Dc07b7D828f88eCfe48DCCCD,300
0x70fCbDc0d0151ab9F402b243bf7A80eE0a5c2e08,4800
0x2fD00c02b7cBC809F76e48E8A929a6b5FbbDAB9e,300
0x6f8b3E110995DAf3c3B48b10E106a7860F3EcacA,300
0x83D3811Fe98Be87F1d3f828B8ebf62D2fa14b9ae,300
0xcFf07d50417B0e20251eFDB1ce20aCAD71F6cE66,300
0x2A545eC28e3f4CAf325Ac1E20e78c2958Bd703D7,600
0xE9e19ccF4599F21747cfc941d0e0C39f57A36E84,300
0x9b65a9C7ABB185E476bb58Ffe36c61D1cb01C583,900
0xC3746825f13c07Dcd7e6fDb9C0c80A9aFFb18952,300
0xFA632A1847125c3b9E582aaCa5708096f41edFf5,11400
0x1218F76Ea1aE239eDaF57aabAD32dBd340Fc8599,3000
0x84C80b40aefa8BB3D4826C813c44b9F267005cc1,300
0x8aD2aDC18a78a04f8D3bb0ED4683c23babB8D240,1500
0x9C9e1710ecD8CE63210B2Ee31FC8873A2928216a,600
0xFE6AF18C2dC557e774AebcF6099393aAd80291AF,300
0xBbdAE2baAD151E2cDC56c191711eaE2760de2174,300
0xB5E1fF390C4171dfB4A6e5c71c6e0B4BA803a0Fc,300
0x2615b5D4f7793063E037D51D54DBaA69254C9ec1,6300
0x7b0062DbE18A9427DB8739f6000BD707765ceDa9,4800
0xf2846F38bAB91E24F84FC1645eFA4CecA7F59520,300
0x299E6717bdA29B742bceb3Eb3ac36eba9aD9AB31,3300
0x15315F4a7BE61AA84a19Ba438a831442340060d2,300
0x07Eb12E7463bA546821e3c17a8bC6D087119a1Db,3000
0x9471fBb2f2BAC75344c683b8D90ce3D424CDDe31,300
0x56C4d693AC4F1d9D6A1EDfbd00B679Be1f333aff,300
0x416365993481e52e0472e7417656276d4E147A00,1500
0x1844A346ec46efb3cD96a575BAB10024C1BD1d0a,300
0xf57439B647B5D2bA7309b5b58eaADeFA69238926,300
0x63BdAd0D86b6D5784BA21549D08AD00574503D52,300
0x17513d349C8a25FBAb219d076420D1BE839622CA,3300
0x9468042d5e41e2ce69BADF4D71E84585deE56693,600
0x9962556bc2CE491c6e948917F444B440a75a4C87,300
0xAC1BA0979DBD7bF412eEed79Db46bd2f2fC91A62,900
0xF1C581E0A5eE5eddA67A9cba9FFe3e4f6CB3D2A9,600
0x405A8876E3Ba459A95A8C05F9953BBe220eEAd3B,300
0xa8ac7c77179E396Cd6F3E3A5d61701bf99055e08,300
0x2c2d88aa9F4e965993988811381150F57e52F05A,300
0xd3e3b95ed0edc914Bf0A0d78ac758d735392A3a4,300
0xfF0C464747AE490CE744A5FAd0eeB560C0521c7c,300
0x006e66e9ACAb9E8386B410EB726077b9925061Be,5400
0x6C7d412ba90Db8a2a2C3187440cc879c37ce51C8,300
0x385b9fB4d462c7fFf10974b16Ee4cEDFa0D3612D,600
0x90Db4a3ef6FBbF60eB4294BC8422f20756a71F84,300
0x9D3472eD8d625D0fd3e4F6Ada2A0a53B0D77640E,300
0x73A70CD7E13245cc9387E07a8A059D2e705e0630,300
0x3DE16382b91f59f544922bc7323FB9802b40d5C0,300
0xAc18554bE093F4cc4D86EC996FC5ffa8ea14aB27,300
0x0d8A9446C97990B32a349864F03A98664bfF9c97,300
0x88d50c90C85BE4F516E57838bC15bee75466D55E,900
0xC5882F70e5E5cfD423f6783dB34a0F9C5d12fDf7,300
0x5713fD60B0fbb952f0133d41f7E0C9D907e7B3Fc,2700
0x7945776fB989621D9D0EC16a4E4eD11969abF0b2,300
0x3336AE02777eD2Be5652dA0a066FEe05733313B1,300
0x642d38840ebFDA55911F83B1Cf8b5FCB1D5fce36,600
0x82D52f4Ad9265d5b2F85C14a183217d6Fe955Aeb,300
0xEFf4e1e6B78Ab613a58d8C4b205F196B5D6BB2Aa,300
0x6f4465Db0339a565c6f088d39ee5aEFbd8292f11,300
0x98bA19c8fd262709838AA4B5Bc7862857C35dD85,300
0x40fc8775CCFF1CFd27D54B712CBBC8b12f04b8Ed,300
0xd5Cf44F59D0079bE8764d1041c5D238864E7A28B,1500
0x2aaC447974BD346eAdaE24DE4eC637E515AFd382,300
0xBA3f491B4943a99A44C4673E78662BC885091e3f,900
0xA26633793F598fA345AA8FfE0F6FBfFD5D27891b,300
0xe774Ce5FA451Ca39D3AC2a91DFaCee2AdBE6DCc1,300
0x00F63DF85418F3102cf7bFCA12a3A68F17d451b0,600
0xE7F2D6A325aC2312cDa1d0DEdE4c5c59D6F40C5a,300
0xa8F66A468eaeCf2A9B8A0bDCdb8cc0E4c75046F6,1200
0x33555FAE0F331194D918BE3d3196935C868004F7,300
0x343A7316f1681cFF3171438B8C7aa0E0E828B097,300
0x3d510478717ba3739f18637a5b5c219006619Be3,300
0xffCdCf517F40eC98e6035f86A30fD8Ad3abf67dc,300
0x1986108b8F6c2f0643e84050DB2EF54D2CaaD364,300
0xbF24def75d022f0049463C4a7f5484b223678269,300
0x2514B09c31c8e6De7608B3d5906Baaf71BbC55BF,300
0x7AD2189c28b1643911BCC887C18d7087ae07be72,300
0x76b7b635c3499E0A6AA854EF22E7b03943C94Ba3,300
0x57c649e75a0036Bf92731395c2a10F5f6f009417,300
0xB0C47Feee8cF3D40A7D74E71F0eb187D58677D94,300
0x8D292BD248f8F756ff5aaaBacda9d465BCEaE6c3,300
0x7BEf3e0af01a9633916B711af062D9aA88888888,300
0x33E580CEe928D83a61B98905a1F9bE68eA6279B8,2100
0x14D15F15f1151d82E0aa5f2443b7dA68F981424C,1800
0x64aC697f84BcDDFaCAB514F07DD147C6958a7915,300
0x4d39C2499Fac8EBb24D3b6B8A2c9729Ff12EC850,300
0x96B85D3Eb19D4a64Ee05dA12eE9a395457a5f1bD,300
0x612AD4140C30EbbAC8126d4b0F2560af0B9867eC,1800
0xd33AAe1defD629dbA3D3D9c225B1274788127318,300
0x48be2B463868B712a0c9CdbE8cD351D9268862a4,300
0x575597DfA1A5fbce5271ffc71fDddF7eb668deEC,300
0x90Cbb44cEdFeA0c841A944CA2AAcc4f153Ae55Bc,2700
0xD8696bBD8ce60804F0fC9FdbB73B517E72855F2c,300
0xFF8460992Dd936d1C42646ea26c9ad2fa831De70,300
0x1f8Cdb732363FE11c0316a8661F225D9E1c04292,4800
0x3d114a237f42d677CC78e0035843aEff2BFa6F1d,300
0xE6285dF234519d3c353407dF86aEa4cdCBF51196,300
0x4bC1bA64B7E47B23e76E702f7E41B4064b05ab6f,300
0x2A812626c2838dCCb53FDE027fd4D6fc3F6D7cE7,300
0x24E9997AE84654c9a90c73c0be427504d1eb01D1,600
0xB7Ed3d6f48DB99554D7AD028a0A0AFD7C5F98F6b,7200
0x8728C811F93Eb6AC47D375E6a62dF552d62ed284,600
0xC20b141e4D80F384AF5592cA69b54D662bcada5b,300
0x2A6a65b390377c197b2F4F4FFcCda0cbf6741F81,300
0xDC3Cc83Eba1958de11b0F33a60460145C56eC88B,300
0x0c1897122Df1F7dFfaBC1B6eBD3bFCEb8242d1F7,600
0xE5Ed87054CB0664aC2AE312A7315864b31125A63,300
0x554eE99540949C14cb9Fa64Cf00A09A8047fa747,300
0x5E44fA5C42c9a654f741E42902A887644D2923B2,300
0xFEDb2e9105cCB66bC22FeC6a509bD5e5cA2040a3,6600
0x4115EF1B6573d3EF401d32F370B2632E57b8c0a8,600
0xC75E8dC49dc03A669565F2114e404A771fc71661,300
0x3489AEe0b92Ac595CAB49C5Ca6E844D57e945d24,1500
0x1956637eeaaABd7e8aBb282CdD0E62b5C5Fe0282,300
0x1e29E82b0a95aeabd70Ef28F2d24923362a3B4C6,600
0x73D6bdE3C9fa2b837f4857Dd434aD7931b1Da38c,300
0x122D7aa1cd54b83e728756bdF3447D48369C98Dd,300
0xbbF0a740EaA47020C67F7fE7032e687eE5c5Eb7f,900
0x4254c53Fc3b3b38DF025Ea30BcAE410e11bb95b6,300
0x51AE89c127F49c7D3C4b8896bf4312AC7F2bf022,300
0x5181472546CEA53C8d3598a70ECE4546045f453f,2700
0x491e936521BC6d04f7A56a829b28842E745f37bb,900
0x5E8EA0fE88636f93cdE179F9D23996c1a7BAc25A,300
0xa01201108540f5cbAe80AAa9608168E2fd7aAf72,300
0x13758Fdcaa89813a54F65FE8CCbC65cdD0A34D2B,600
0xfc53532D7375941993f2992522F1d7FBd6ad3729,3300
0x78D18416d976eD23Ec3DCb9B2251D39BdFdDfFb5,1200
0x3dB8E41fd1cFE0B1A97534A9F86b03c98DB4D93f,300
0x3e1163f69d2731a089e7D4Bf174B2b8E8E3a5d8f,300
0x92Ff753Da093De9C190dD158876C3deCEA52E3cf,300
0xd4D992F9509Efe9b3ca1b7aCFaAB384ebB99e0cd,600
0x47bFF18E462912Ab61a465b2bc229e3857491AA6,300
0xdEDFb96C15897c733B6dEF38116bfe461b6597e0,300
0xf143d2A38AF55A47340ADDBb15eA5259DBb63067,300
0xCAA87612Bd8661677FD086Db9D9A77AcEFf1bf0A,300
0xB92aCCa3815615B39B929Ec702db665BB6C5C7aF,600
0x9Fb7563A1969f034e8FeB83e499C967D31538E86,300
0x1F37196cd2000F71062bE312CB4da7CAE0F4f301,3300
0xedb4Ec2E401B984264b4bf8B7DD62a9ec11Ee37A,600
0xEf45d2ad5e0E01e4B57A6229B590c7982997Ace8,900
0xa437Db63A837F2f60fA553Ee2Cc5B50771AFD7A4,300
0x5117168617C6e5A6aE98E37dF29ed2d56aBD16f8,300
0xE768d276EA80f596deD8108d66F432F9a9791438,300
0x07Deef8Ad7d095b45de4a2B39CA7D9f8AA7d4022,300
0x5b6c913d588A52A305b245df9233129f58eADF82,300
0xA8e105Bdd3CCEE13018F68D6cd8a92ca02A6aF01,1800
0x5B408c0aDC4C8b0106b643b4ecDfE127FF949469,300
0x6B8Eb8EFD14cc3cF7d7C7B94e8A280E751FdBd5d,300
0xA0af45fFBb9A571472158042EB98582191e7Ae2E,300
0x2020d25530CF90f48F176DA7CD3d3C1cd282d400,300
